0,,,allowAccess,amount,amountPerShare,,beginBidTime,,borrowerId,borrowerLevel,,,,,currentIsRepaid,,,,displayLoanType,,,,finishedRatio,forbidComment,interest,,interestPerShare,,,,leftMonths,,,,loanId,loanType,,,,months,,nickName,,,,,,,oldLoan,openTime,,overDued,,,,picture,,principal,,productId,,readyTime,,,,repaidByGuarantor,,,,,,,,startTime,status,,surplusAmount,title,,,,,utmSource,,
9,,,False,6500,0,,1540452855000,,10580839,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2739050,DEBX,,,,36,,JSB_201809261744.bjhh,,,,,,,False,1540210293000,,False,,1540454719000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,60000,0,,1540452668000,,10613753,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738265,DEBX,,,,36,,AWM_201809281033.bjhh,,,,,,,False,1540181078000,,False,,1540454717000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057468000,IN_PROGRESS,,0,教育培训,,,,,debx-yx,,
1,,,False,21200,0,,1540452855000,,11002535,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739024,DEBX,,,,12,,GD_51240044914420181018184504.bjhh,,,,,,,False,1540206697000,,False,,1540454715000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
2,,,False,16300,0,,1540452855000,,10673688,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739014,DEBX,,,,12,,YL_20181001191755.bjhh,,,,,,,False,1540206243000,,False,,1540454712000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
3,,,False,33600,0,,1540452670000,,11005833,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738224,DEBX,,,,24,,CY_20181019004755.bjhh,,,,,,,False,1540180113000,,False,,1540454710000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057470000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
4,,,False,28750,0,,1540452744000,,11026839,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738473,DEBX,,,,36,,YRZ_20181020102724.bjhh,,,,,,,False,1540188993000,,False,,1540454708000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
5,,,False,5300,0,,1540452742000,,10852572,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738438,DEBX,,,,12,,LSG_20181012090910.bjhh,,,,,,,False,1540187981000,,False,,1540454706000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057542000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
6,,,False,13700,0,,1540452742000,,10659118,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738436,DEBX,,,,12,,CKN_20180930141523.bjhh,,,,,,,False,1540187972000,,False,,1540454704000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057542000,IN_PROGRESS,,0,医疗,,,,,debx-yx,,
7,,,False,31800,0,,1540452611000,,10845639,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738178,DEBX,,,,12,,MLZ_20181011223312.bjhh,,,,,,,False,1540178403000,,False,,1540454702000.0,False,,,0,,56,,1540453122000,,,,False,,,,,,,,1541057411000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
8,,,False,21000,0,,1540452396000,,11106335,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2742457,DEBX,,,,36,,DongYP_18174955508.yx,,,,,,,False,1540436252000,,False,,1540454700000.0,False,,,0,,26,,1540453123000,,,,False,,,,,,,,1541057196000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
9,,,False,21200,0,,1540452667000,,10807285,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738293,DEBX,,,,12,,WGG_20181010161033.bjhh,,,,,,,False,1540182033000,,False,,1540454698000.0,False,,,0,,56,,1540453123000,,,,False,,,,,,,,1541057467000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
0,,,False,53000,0,,1540452745000,,10918061,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738538,DEBX,,,,12,,BJ_20181015085002.bjhh,,,,,,,False,1540191812000,,False,,1540454696000.0,False,,,0,,56,,1540453123000,,,,False,,,,,,,,1541057545000,IN_PROGRESS,,0,旅游,,,,,debx-yx,,
1,,,False,41200,0,,1540452670000,,10882407,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738214,DEBX,,,,12,,YTT_27584145278420181013121911.bjhh,,,,,,,False,1540179757000,,False,,1540454694000.0,False,,,0,,56,,1540453123000,,,,False,,,,,,,,1541057470000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
2,,,False,46000,0,,1540452612000,,11032881,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738191,DEBX,,,,36,,LTF_20181020174922.bjhh,,,,,,,False,1540178865000,,False,,1540454692000.0,False,,,0,,56,,1540453123000,,,,False,,,,,,,,1541057412000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
3,,,False,10600,0,,1540452610000,,11035433,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738142,DEBX,,,,12,,LN_20181020231221.bjhh,,,,,,,False,1540177402000,,False,,1540454690000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057410000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
4,,,False,136500,0,,1540452398000,,11106323,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2742477,DEBX,,,,36,,ZhangCL_00804965291.yx,,,,,,,False,1540436978000,,False,,1540454687000.0,False,,,0,,26,,1540453124000,,,,False,,,,,,,,1541057198000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,31500,0,,1540452388000,,11100134,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741861,DEBX,,,,36,,YuLL_36094963360.yx,,,,,,,False,1540379133000,,False,,1540454686000.0,False,,,0,,26,,1540452613000,,,,False,,,,,,,,1541057188000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,10500,0,,1540452858000,,10779603,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2739108,DEBX,,,,12,,CY_20181010080805.bjhh,,,,,,,False,1540254821000,,False,,1540454685000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057658000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
7,,,False,63000,0,,1540452388000,,11093801,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741859,DEBX,,,,36,,BaoY_74864934779.yx,,,,,,,False,1540378863000,,False,,1540454685000.0,False,,,0,,26,,1540452814000,,,,False,,,,,,,,1541057188000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,115500,0,,1540452388000,,11098583,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741860,DEBX,,,,36,,ZhangXF_08404932950.yx,,,,,,,False,1540378893000,,False,,1540454685000.0,False,,,0,,26,,1540452634000,,,,False,,,,,,,,1541057188000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
9,,,False,52500,0,,1540452387000,,11093995,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741858,DEBX,,,,36,,LiY_84544940372.yx,,,,,,,False,1540378803000,,False,,1540454684000.0,False,,,0,,26,,1540452625000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
0,,,False,34500,0,,1540452666000,,11022766,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738308,DEBX,,,,36,,LYC_20181019221430.bjhh,,,,,,,False,1540182483000,,False,,1540454683000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
1,,,False,94500,0,,1540452387000,,11097467,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741856,DEBX,,,,36,,ShaoB_067X4960311.yx,,,,,,,False,1540378747000,,False,,1540454683000.0,False,,,0,,26,,1540452657000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,31500,0,,1540452387000,,11099623,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741857,DEBX,,,,36,,ShenTG_07724964214.yx,,,,,,,False,1540378751000,,False,,1540454683000.0,False,,,0,,26,,1540452899000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,102900,0,,1540452387000,,11099365,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741855,DEBX,,,,36,,RuanSX_22274857454.yx,,,,,,,False,1540378743000,,False,,1540454682000.0,False,,,0,,26,,1540452871000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
4,,,False,10600,0,,1540452744000,,10566156,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738533,DEBX,,,,12,,TF_201809260944.bjhh,,,,,,,False,1540191316000,,False,,1540454681000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057544000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
5,,,False,52500,0,,1540452387000,,11079657,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741854,DEBX,,,,36,,CRG_20181023171301.bjhh,,,,,,,False,1540378682000,,False,,1540454681000.0,False,,,0,,26,,1540452814000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
6,,,False,84000,0,,1540452387000,,11099618,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741853,DEBX,,,,36,,QiuZB_34524954322.yx,,,,,,,False,1540378623000,,False,,1540454680000.0,False,,,0,,26,,1540452717000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,82400,0,,1540452669000,,11035955,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738241,DEBX,,,,12,,XB_20181020232315.bjhh,,,,,,,False,1540180622000,,False,,1540454679000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
8,,,False,105000,0,,1540452387000,,11097026,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741850,DEBX,,,,36,,PengZ_88154962038.yx,,,,,,,False,1540378352000,,False,,1540454679000.0,False,,,0,,26,,1540452866000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
9,,,False,42000,0,,1540452387000,,11100443,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741852,DEBX,,,,36,,LiGR_28194910440.yx,,,,,,,False,1540378593000,,False,,1540454679000.0,False,,,0,,26,,1540452638000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,21000,0,,1540452387000,,11099220,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741849,DEBX,,,,36,,GuoM_27804956318.yx,,,,,,,False,1540378203000,,False,,1540454678000.0,False,,,0,,26,,1540452620000,,,,False,,,,,,,,1541057187000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,9000,0,,1540452854000,,10957596,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738993,DEBX,,,,24,,PWW_20181016170624.bjhh,,,,,,,False,1540205072000,,False,,1540454677000.0,False,,,0,,56,,1540453124000,,,,False,,,,,,,,1541057654000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
2,,,False,105000,0,,1540452386000,,11091150,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741848,DEBX,,,,36,,CengLQ_16294953412.yx,,,,,,,False,1540378142000,,False,,1540454677000.0,False,,,0,,26,,1540452613000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,45600,0,,1540452386000,,11095710,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741846,DEBX,,,,36,,XieH_00684850666.yx,,,,,,,False,1540378057000,,False,,1540454676000.0,False,,,0,,26,,1540452623000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,105000,0,,1540452386000,,11100059,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741847,DEBX,,,,36,,QiuY_24464936679.yx,,,,,,,False,1540378083000,,False,,1540454676000.0,False,,,0,,26,,1540453014000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,5000,0,,1540452741000,,10864782,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738393,DEBX,,,,12,,JJY_20181012170349.bjhh,,,,,,,False,1540187047000,,False,,1540454675000.0,False,,,0,,56,,1540453125000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
6,,,False,83000,0,,1540452386000,,11092042,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741845,DEBX,,,,36,,YangJ_81344888050.yx,,,,,,,False,1540378053000,,False,,1540454675000.0,False,,,0,,26,,1540453092000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,63000,0,,1540452386000,,11096246,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741844,DEBX,,,,36,,LiuWM_56104924928.yx,,,,,,,False,1540378023000,,False,,1540454674000.0,False,,,0,,26,,1540452720000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
8,,,False,15500,0,,1540452665000,,10651054,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738332,DEBX,,,,12,,LJG_20180929205019.bjhh,,,,,,,False,1540183533000,,False,,1540454673000.0,False,,,0,,56,,1540453125000,,,,False,,,,,,,,1541057465000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
9,,,False,21000,0,,1540452386000,,11100271,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741843,DEBX,,,,36,,PangCY_355X4932461.yx,,,,,,,False,1540378002000,,False,,1540454673000.0,False,,,0,,26,,1540452827000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,94500,0,,1540452386000,,11098921,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741841,DEBX,,,,36,,LiaoXZ_35204957909.yx,,,,,,,False,1540377993000,,False,,1540454672000.0,False,,,0,,26,,1540452684000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
1,,,False,136500,0,,1540452386000,,11096833,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741842,DEBX,,,,36,,GuoWT_601X4941579.yx,,,,,,,False,1540377997000,,False,,1540454672000.0,False,,,0,,26,,1540452682000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
2,,,False,21200,0,,1540452666000,,11040628,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738317,DEBX,,,,12,,XLL_20181021125217.bjhh,,,,,,,False,1540182723000,,False,,1540454671000.0,False,,,0,,56,,1540453125000,,,,False,,,,,,,,1541057466000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
3,,,False,52500,0,,1540452386000,,11096424,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741839,DEBX,,,,36,,YanZJ_85224926036.yx,,,,,,,False,1540377933000,,False,,1540454671000.0,False,,,0,,26,,1540452619000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,136500,0,,1540452386000,,11094933,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741838,DEBX,,,,36,,QinHW_53164932918.yx,,,,,,,False,1540377903000,,False,,1540454670000.0,False,,,0,,26,,1540452682000,,,,False,,,,,,,,1541057186000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
5,,,False,10600,0,,1540452853000,,10712947,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738771,DEBX,,,,12,,ZWT_20181004215812.bjhh,,,,,,,False,1540199643000,,False,,1540454669000.0,False,,,0,,56,,1540453125000,,,,False,,,,,,,,1541057653000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
6,,,False,21000,0,,1540452385000,,11095011,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741835,DEBX,,,,36,,WangGF_42314937632.yx,,,,,,,False,1540377817000,,False,,1540454669000.0,False,,,0,,26,,1540452681000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,84000,0,,1540452385000,,11099724,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741834,DEBX,,,,36,,FengMR_61354962045.yx,,,,,,,False,1540377812000,,False,,1540454668000.0,False,,,0,,26,,1540452613000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,5750,0,,1540452669000,,11032413,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2738245,DEBX,,,,36,,LJ_20181020172715.bjhh,,,,,,,False,1540180683000,,False,,1540454667000.0,False,,,0,,56,,1540453125000,,,,False,,,,,,,,1541057469000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
9,,,False,105000,0,,1540452385000,,11095824,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741832,DEBX,,,,36,,PanHQ_42274942660.yx,,,,,,,False,1540377787000,,False,,1540454667000.0,False,,,0,,26,,1540452661000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
0,,,False,21000,0,,1540452385000,,11097465,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741833,DEBX,,,,36,,ZhangYL_48314946723.yx,,,,,,,False,1540377791000,,False,,1540454667000.0,False,,,0,,26,,1540452638000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,21000,0,,1540452385000,,11099225,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741831,DEBX,,,,36,,JiangJ_05514950325.yx,,,,,,,False,1540377782000,,False,,1540454666000.0,False,,,0,,26,,1540452614000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
2,,,False,50000,0,,1540452855000,,10837137,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2739015,DEBX,,,,36,,WMT_20181011175516.bjhh,,,,,,,False,1540206247000,,False,,1540454665000.0,False,,,0,,56,,1540453127000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
3,,,False,94500,0,,1540452385000,,11099077,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741830,DEBX,,,,36,,ChenLD_69114960798.yx,,,,,,,False,1540377770000,,False,,1540454665000.0,False,,,0,,26,,1540452684000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,173200,0,,1540452385000,,11094587,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741828,DEBX,,,,36,,XiaoZF_03334950016.yx,,,,,,,False,1540377761000,,False,,1540454664000.0,False,,,0,,26,,1540452904000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,73500,0,,1540452385000,,11096344,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741826,DEBX,,,,36,,GaoLZ_18244954548.yx,,,,,,,False,1540377752000,,False,,1540454663000.0,False,,,0,,26,,1540452747000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
6,,,False,105000,0,,1540452385000,,10671438,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741827,DEBX,,,,36,,LJ_20181001122456.bjhh,,,,,,,False,1540377757000,,False,,1540454663000.0,False,,,0,,26,,1540452823000,,,,False,,,,,,,,1541057185000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,34500,0,,1540452855000,,10791817,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2739018,DEBX,,,,36,,WBW_10009539117620181010104344.bjhh,,,,,,,False,1540206547000,,False,,1540454662000.0,False,,,0,,56,,1540453131000,,,,False,,,,,,,,1541057655000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
8,,,False,63000,0,,1540452384000,,11094098,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741825,DEBX,,,,36,,SunL_01204946757.yx,,,,,,,False,1540377663000,,False,,1540454662000.0,False,,,0,,26,,1540452718000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
9,,,False,136500,0,,1540452384000,,11097462,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741824,DEBX,,,,36,,LiuF_252X4952756.yx,,,,,,,False,1540377603000,,False,,1540454661000.0,False,,,0,,26,,1540452709000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,增购新车,,,,,debx-yx,,
0,,,False,55000,0,,1540452612000,,11035820,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,24,,,,2738185,DEBX,,,,24,,CWP_20181020232044.bjhh,,,,,,,False,1540178647000,,False,,1540454660000.0,False,,,0,,56,,1540453147000,,,,False,,,,,,,,1541057412000,IN_PROGRESS,,0,创业开店,,,,,debx-yx,,
1,,,False,105000,0,,1540452384000,,11097468,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741821,DEBX,,,,36,,WenSY_52264951708.yx,,,,,,,False,1540377543000,,False,,1540454660000.0,False,,,0,,26,,1540452819000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,日常生活消费,,,,,debx-yx,,
2,,,False,76000,0,,1540452384000,,11099496,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741822,DEBX,,,,36,,YangXX_32234928233.yx,,,,,,,False,1540377573000,,False,,1540454660000.0,False,,,0,,26,,1540452618000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
3,,,False,52500,0,,1540452384000,,11096422,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741819,DEBX,,,,36,,ChenJ_30294950673.yx,,,,,,,False,1540377457000,,False,,1540454659000.0,False,,,0,,26,,1540452859000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
4,,,False,69300,0,,1540452384000,,11096921,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741818,DEBX,,,,36,,ZhengZY_51334921114.yx,,,,,,,False,1540377452000,,False,,1540454658000.0,False,,,0,,26,,1540452843000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
5,,,False,21200,0,,1540452607000,,11049747,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738099,DEBX,,,,12,,LY_20181022000007.bjhh,,,,,,,False,1540175973000,,False,,1540454658000.0,False,,,0,,56,,1540453156000,,,,False,,,,,,,,1541057407000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
6,,,False,31500,0,,1540452384000,,11098298,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741816,DEBX,,,,36,,YangYX_473X4902438.yx,,,,,,,False,1540377337000,,False,,1540454657000.0,False,,,0,,26,,1540452905000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
7,,,False,84000,0,,1540452384000,,11098299,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741817,DEBX,,,,36,,ZhengLX_102X4911587.yx,,,,,,,False,1540377341000,,False,,1540454657000.0,False,,,0,,26,,1540452672000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
8,,,False,60000,0,,1540452740000,,11041854,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738358,DEBX,,,,12,,CHY_20181021152842.bjhh,,,,,,,False,1540185363000,,False,,1540454656000.0,False,,,0,,56,,1540453157000,,,,False,,,,,,,,1541057540000,IN_PROGRESS,,0,日常消费,,,,,debx-yx,,
9,,,False,136500,0,,1540452384000,,8684112,A,,,,,False,0.0,,,SDRZ,,,,100,False,10.2,,0,,,,36,,,,2741815,DEBX,,,,36,,HuXY_30133343749.yx,,,,,,,False,1540377332000,,False,,1540454656000.0,False,,,0,,26,,1540452684000,,,,False,,,,,,,,1541057184000,IN_PROGRESS,,0,装修,,,,,debx-yx,,
0,,,False,31500,0,,1540452383000,,11082959,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741814,DEBX,,,,36,,HK_20181023185453.bjhh,,,,,,,False,1540377303000,,False,,1540454655000.0,False,,,0,,26,,1540452823000,,,,False,,,,,,,,1541057183000,IN_PROGRESS,,0,资金周转,,,,,debx-yx,,
1,,,False,21200,0,,1540452741000,,11023486,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,12,,,,2738404,DEBX,,,,12,,HHJ_20181019222806.bjhh,,,,,,,False,1540187283000,,False,,1540454654000.0,False,,,0,,56,,1540453164000,,,,False,,,,,,,,1541057541000,IN_PROGRESS,,0,经营周转,,,,,debx-yx,,
2,,,False,70400,0,,1540452383000,,11094100,A,,,,,False,0.0,,,SDRZ,,,,100,False,9.6,,0,,,,36,,,,2741811,DEBX,,,,36,,SunXX_00234934320.yx,,,,,,,False,1540377212000,,False,,1540454654000.0,False,,,0,,26,,1540452819000,,,,False,,,,,,,,1541057183000,IN_PROGRESS,,0,扩大生产/经营,,,,,debx-yx,,
